6733,0.305704,0.49435,5.23484,3.17899,136.0418948
6361,0.525629,0.5782,9.41867,8.86897,55.52483771
7380,0.327428,0.51735,4.05004,3.07749,37.98471163
6562,0.276875,0.6385,5.14127,4.23558,24.10779165
6040,0.27812,0.4368,4.04239,2.68802,14.81889934
8248,0.595685,0.60745,6.64538,5.8584,109.5840469
4604,0.147987,0.3147,2.97648,2.55417,0
7914,0.349121,0.5651,4.2673,2.47371,10.9444338
6848,0.505761,0.62175,6.06205,4.36461,99.21865762
6728,1.28468,0.77195,9.12367,7.3846,46.45471752
7572,0.333784,0.4624,5.18859,3.46319,61.40606196
6954,0.810086,0.7105,7.94342,5.01622,89.30938285
7224,0.353177,0.5326,6.6243,4.86605,129.0440131
5204,0.390997,0.5437,8.77455,8.32995,51.69364635
8673,0.546612,0.56465,4.89363,4.31451,101.5768454
7631,0.837246,0.6761,9.74642,4.32378,76.24442459
6891,0.312881,0.4507,6.62287,5.81813,40.05085349
7905,0.184495,0.38725,3.78982,2.55949,3.391820821
4541,0.346928,0.56565,6.87869,6.48693,99.74187588
7172,0.239985,0.4358,4.43793,2.97824,53.75669623
6483,0.428897,0.61075,7.67318,4.15934,60.37951213
7414,0.821951,0.72415,13.1935,6.63982,60.54492925
5474,0.190413,0.3533,4.18418,2.51288,25.34244072
4926,0.296728,0.5292,3.72938,3.07015,3.861742461
5837,0.378648,0.45025,4.45701,3.77862,86.08111821
5302,0.472687,0.5475,4.77526,3.80831,95.5525553
6721,0.514884,0.57605,4.94177,4.05577,107.8460347
6652,0.438233,0.49185,6.67584,5.81143,40.80782697
5472,0.202197,0.3742,4.17253,2.45555,29.64722294
6777,0.466992,0.54685,5.41421,3.75067,74.93090145
4986,0.523602,0.6075,9.20624,4.84305,68.37248865
8207,0.281538,0.4246,5.32683,3.39781,17.4034442
6412,0.457403,0.56035,7.80408,4.22996,106.6311902
5597,0.207517,0.39745,4.5036,3.24475,41.68273201
7803,0.688256,0.6038,8.86609,7.97255,102.4262989
8584,0.937313,0.6795,7.63858,6.07404,102.4659283
5000,0.619937,0.6157,5.70954,5.40047,123.5765962
6287,0.337451,0.58015,5.30724,3.52085,62.39168881
5519,0.239539,0.4303,4.60883,3.61538,59.62978266
7820,0.257984,0.44175,5.43444,3.29236,111.9293689
6736,0.2742,0.40655,4.67454,3.3342,40.23846294
7602,0.233898,0.4362,4.38999,3.64476,111.0170037
7180,0.376735,0.567,7.11187,6.8054,97.91242735
4502,0.347673,0.5522,6.84989,3.49797,195.471153
7503,0.270237,0.4383,4.91499,2.47432,56.83809564
8300,0.22953,0.3619,3.06881,2.53437,0.303861078
5198,0.642064,0.6423,9.87335,7.01537,91.74854976
8590,0.396402,0.53165,5.14274,3.67598,89.85245226
7892,1.0227,0.8016,13.79937,11.17998,51.28522449
6277,0.563139,0.596,7.72002,4.28453,125.9083689
4640,0.258704,0.4466,6.9278,4.20443,72.39247014
7416,0.951675,0.69635,8.78838,7.50509,73.74413492
5877,0.436402,0.57535,6.98637,4.05835,47.90210734
6621,0.381021,0.50055,7.03734,3.63732,76.89972914
8525,0.407386,0.57085,8.69583,7.55321,54.50817707
5158,0.135728,0.4141,3.4728,2.46916,0.258229367
8437,0.456103,0.5685,5.13877,2.49006,64.84996112
6650,0.232659,0.47065,4.96309,2.71489,79.94824429
5142,0.254169,0.42655,4.25709,2.52093,26.59650124
5433,0.323119,0.4454,5.20555,2.77559,56.40142826
4890,0.615321,0.67485,5.36278,4.15643,38.27938893
7300,0.401846,0.52765,4.42679,4.26632,69.74856752
6408,0.511014,0.5614,6.34308,4.86227,59.49304693
6319,0.707352,0.73765,6.96628,5.64802,29.97367644
6680,0.33083,0.4573,4.99584,2.9157,72.34233962
5176,0.300848,0.4766,4.90247,2.49368,36.51286939
6114,0.229774,0.39125,4.15703,3.0112,55.62067729
4936,1.07728,0.71335,9.38886,6.3118,103.8135602
8495,0.904094,0.74265,8.69628,7.0658,17.78232382
4768,0.609763,0.64305,8.26136,7.02583,75.39416058
7317,0.677332,0.69945,5.89707,5.20358,35.67010579
6701,0.379142,0.53585,7.55178,5.63017,19.9304272
6041,0.658373,0.6428,6.74306,5.75371,201.5978612
7878,0.321847,0.54095,4.6624,3.53865,17.39672654
4701,0.222176,0.36215,4.12479,3.66059,15.01723793
8018,1.13523,0.73545,8.38485,6.51445,20.66253962
6038,0.266729,0.4299,4.51109,3.41338,73.53942092
4476,0.656056,0.6472,7.33121,5.00581,45.76028686
7340,0.317483,0.513,6.00511,5.20372,81.03151143
7091,0.279246,0.5317,3.78929,2.90906,6.866907896
7254,0.217906,0.3788,3.19795,2.52927,0.00105517
5400,0.264941,0.4866,5.22097,2.98806,29.499236
6391,0.632041,0.6289,5.81593,4.39318,111.447249
5161,0.99524,0.74505,10.84435,6.73283,71.04602505
5102,0.635851,0.61995,11.16343,10.81199,64.6575715
7824,0.333339,0.46255,4.88707,2.40262,50.55159455
8281,2.33446,0.85145,14.92091,13.26277,26.22882822
7228,0.323152,0.51425,6.11189,4.81167,112.2241564
4706,0.529959,0.56315,5.63611,3.90043,95.44765649
6037,0.49908,0.5688,4.62368,2.47599,16.44826159
5635,0.313922,0.48095,4.97799,4.21601,51.78773616
6879,0.300723,0.4634,7.82014,4.32929,44.89027482
6230,0.256351,0.41945,3.89114,3.09221,4.905804916
5153,0.155732,0.3557,4.33054,2.68321,13.21614771
5052,0.523819,0.5637,4.82166,2.7709,91.57759756
7141,0.333898,0.4965,5.03981,3.90859,93.67092126
8478,0.164623,0.41325,3.97265,3.17498,113.766543
8100,1.32568,0.7562,9.1769,5.34749,60.70834278
8699,0.549104,0.65395,5.93486,4.28251,33.40279219
6925,0.286747,0.48965,4.72323,2.47871,76.01029824
8396,0.549083,0.57705,5.95596,4.00314,97.99609168
4775,0.281655,0.43955,6.94763,4.22525,89.84105784
7607,0.366515,0.47735,5.31191,3.45332,48.12727428
5787,0.184579,0.4483,4.29925,3.68277,122.5416173
6881,0.216547,0.39165,4.36297,3.24134,3.004658942
6197,0.14703,0.3766,3.45673,2.75252,23.71952609
5201,0.436708,0.57605,4.78648,3.65733,105.8327301
4776,0.25695,0.42015,6.64155,4.20342,99.94242718
6492,0.217876,0.38545,3.95107,2.50297,55.59961601
6222,0.723432,0.6963,8.96214,8.00387,63.43678535
7842,0.53947,0.5444,6.92653,4.99633,112.7916704
7867,0.978494,0.74135,11.65323,7.63407,64.46955406
8623,0.283004,0.60685,8.86845,5.72273,101.7770591
6563,0.761506,0.66035,9.72743,8.74819,55.97555959
4435,0.160788,0.40315,6.18342,5.05232,53.90162462
6253,0.314026,0.43465,4.01364,3.19633,26.20003794
6780,0.666375,0.6024,7.15336,4.82289,82.6124406
8497,0.409552,0.4857,4.31173,3.23579,56.91307519
7469,0.534513,0.6288,11.3345,4.2895,204.0679416
4816,0.476288,0.62145,5.84941,4.60345,101.9579292
4546,0.420358,0.5117,6.89842,3.95926,98.63175956
5765,0.736026,0.6575,11.43767,3.43062,35.13366968
7800,0.480701,0.5416,6.32974,3.28393,71.41786113
7342,0.314487,0.45195,6.67296,3.57209,63.64866943
8593,0.462537,0.56105,5.75088,3.78769,64.62261629
6332,0.183905,0.3749,3.99213,3.01057,15.77968457
4672,1.51651,0.81345,18.48324,9.41931,29.10439281
8650,0.30115,0.45555,4.52056,3.43974,87.53476825
5730,0.431799,0.57095,5.71674,4.14737,83.90571763
6416,0.41507,0.62585,5.46311,3.57221,30.9580039
6997,0.716145,0.6863,6.50104,5.2312,74.06015315
5045,0.370538,0.6408,6.51326,4.65771,53.9431368
4942,0.202842,0.3754,3.98698,2.54284,29.6155854
8042,0.478932,0.63715,8.31991,5.90244,61.01763481
8435,0.775277,0.68225,8.47376,5.69683,73.22067144
6386,0.63163,0.6517,6.99715,5.84689,84.29592391
8611,0.374827,0.55935,6.32363,4.82237,96.79277033
7642,0.740203,0.66645,8.54041,6.58905,83.21999669
7397,0.792301,0.6713,8.78676,6.77558,77.62443101
8318,0.770904,0.68495,10.17011,5.92824,75.08626258
8600,0.437243,0.4896,5.47427,2.46241,75.96020334
4616,0.220473,0.3935,4.88849,2.41889,62.68890416
8157,0.330393,0.44785,5.44436,2.64039,63.11118255
5429,0.362138,0.4832,4.54882,3.46995,60.9986143
6814,0.350409,0.51475,6.16839,5.15091,89.66119305
8025,0.491601,0.6415,8.7673,6.34979,55.36515784
7968,0.178618,0.319,3.39083,2.62398,0.049855091
6381,0.475447,0.5553,9.78996,3.96193,98.58677634
8701,0.489506,0.6209,9.47863,4.4303,26.80622774
6044,0.75014,0.6464,11.1719,10.22736,54.94226967
8076,1.47484,0.7791,11.3912,5.37416,61.34633333
5572,0.520733,0.54465,5.62673,5.01808,87.3516376
4813,0.476389,0.62175,5.94433,4.56717,102.1515083
8362,0.403597,0.6208,5.86599,4.67382,38.20076986
7681,0.363289,0.5244,4.06689,3.45193,33.24371069
7287,0.59697,0.5776,7.6925,5.22397,90.11710202
5929,0.293985,0.42265,4.1797,3.40347,65.16583161
8003,0.503952,0.55085,7.24657,4.57881,107.1538684
4742,0.585915,0.63545,10.90817,9.80221,54.25907717
4663,0.504561,0.52935,5.55777,4.9763,78.22604326
4731,0.315308,0.5634,6.04161,4.90341,82.60609492
7801,0.979218,0.7039,8.82467,7.77952,58.85250464
5917,0.545631,0.60415,10.04486,7.28733,133.2467341
7958,0.299824,0.47855,6.0532,4.88486,102.9641866
4880,0.523495,0.60205,5.38373,3.98212,99.744766
5698,0.62563,0.60075,8.31415,7.49178,86.49010415
8205,0.355369,0.48845,7.11269,4.8596,43.04473048
6027,0.781029,0.64085,7.49622,5.20769,146.2865538
5033,0.252444,0.4276,5.3333,3.56234,48.91642209
7304,0.63158,0.62945,7.76357,7.22612,82.73996062
7660,0.405301,0.4874,5.12402,3.76853,85.51471915
7632,1.25965,0.7463,15.71457,10.86579,52.09931558
6870,0.537239,0.5559,9.49471,7.12488,76.61860534
7846,0.529773,0.5417,6.77386,4.80527,112.4970377
6407,0.446758,0.7015,6.59798,4.14111,15.38362094
6140,0.28732,0.4052,4.14867,3.74838,58.58729824
5477,1.07648,0.7157,11.80846,11.56903,56.99159952
5871,1.00043,0.73685,10.73228,5.84434,68.37615148
8485,0.831875,0.73795,8.75776,6.77107,69.73714195
7597,0.277683,0.4126,4.50814,2.43302,54.12403175
5620,0.461334,0.5737,6.29764,3.5453,124.3226258
4700,0.500686,0.63345,5.89138,4.8352,81.38029815
5211,1.10666,0.70525,10.81058,10.12401,43.55106636
6842,0.223819,0.40615,4.61802,2.53521,80.07063167
6233,0.27468,0.41895,4.51864,3.40095,76.02402699
4744,0.794272,0.6613,6.32722,5.3124,86.30344852
4565,0.548006,0.5673,6.45802,4.57521,102.9940903
7596,0.268671,0.403,4.4461,2.40976,54.44859545
8628,0.316634,0.61335,8.53907,5.66104,93.57054637
6409,0.122576,0.4109,4.36629,2.48463,4.897732622
4649,0.24344,0.4382,4.46919,3.89223,46.514281
6024,0.441857,0.6008,7.28809,7.1769,173.8507636
6256,0.656576,0.6838,9.8037,7.11476,49.15885424
6330,0.201496,0.4071,5.21903,3.84136,30.43170011
5406,0.746578,0.64005,7.23193,5.49922,88.56131539
4591,0.345029,0.4529,4.54615,3.26956,30.45821765
7835,0.285119,0.5279,5.22754,2.62529,85.94358522
4657,0.221632,0.3429,5.12552,3.77339,51.79640384
8044,0.347269,0.5565,7.1388,4.96773,90.20616124
7209,0.340218,0.5069,4.08142,3.0423,52.00988421
7723,0.623577,0.5852,5.07339,3.91911,117.7995379
6227,0.307754,0.5037,5.70014,3.65365,60.52734372
8240,0.424936,0.49065,4.70148,3.08623,84.43204379
6191,0.178216,0.4143,5.14547,3.15291,33.96950614
6759,0.570815,0.54135,5.24917,3.7405,81.38005661
7769,0.20747,0.50445,4.36189,3.12888,66.66713569
7911,0.241233,0.4454,3.8787,3.48972,48.19165129
4505,0.424026,0.58125,7.2741,3.8731,213.7540585
5855,0.344447,0.45405,5.21198,4.21182,76.31736559
4953,1.13093,0.7605,16.91027,16.82951,40.60483123
8556,0.219042,0.42985,4.62064,3.5641,49.58111068
6098,0.409854,0.5546,6.46772,5.63481,90.40389546
5789,0.281319,0.47595,4.40711,3.40103,122.6248524
6477,0.273852,0.48275,5.03797,2.87978,61.15529839
5368,0.896246,0.6956,13.45228,4.98216,89.84639233
5227,0.208361,0.4281,3.42,2.6944,0.267998321
8680,0.667418,0.65655,7.87329,7.03486,168.0900437
7783,0.374743,0.58335,7.9051,4.4125,184.1304802
